values,values0,values1,values2,values3,Sum,PosScore,NegScore,NeuScore,Sociability_dict,Sociability_dir,Morality_dict,Morality_dir,Ability_dict,Ability_dir,Agency_dict,Agency_dir,health_dict,health_dir,Status_dict,Status_dir,work_dict,work_dir_dummy,Politics_dict,Politics_dir,Religion_dict,Religion_dir,beliefsother_dict,beliefsother_dir_dummy,inhabitant_dict,country_dict,feeling_dict,relative_dict,clothing_dict,ordinariness_dict,ordinariness_dir,bodpart_dict,bodprop_dict,skin_dict,bodcov_dict,beauty_dict,beauty_dir,insults_dict,stem_dict,humanities_dict,art_dict,socialgroups_dict,Lacksknowledge_dict,fortune_dict
mannerly,mannerly,mannerly,mannerly,mannerly,1,0.75,0,0.25,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
matey,matey,matey,matey,matey,1,0.38,0,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
melodrama,melodrama,melodrama,melodrama,melodrama,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
merriness,merriness,merriness,merriness,merrines,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
mitigate,mitigate,mitigate,mitigate,mitigate,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
mixer,mixer,mixer,mixer,mixer,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
mot,mot,mot,mot,mot,1,0.38,0,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
motley fool,motley fool,motleyfool,motleyfool,motleyfool,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
nakedness,nakedness,nakedness,nakedness,nakednes,1,0.38,0.25,0.37,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
neighborliness,neighborliness,neighborliness,neighborliness,neighborlines,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
neighborly,neighborly,neighborly,neighborly,neighborly,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
neighbourly,neighbourly,neighbourly,neighbourly,neighbourly,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
nice,nice,nice,nice,nice,1,0.81,0,0.19,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
niceness,niceness,niceness,niceness,nicenes,1,0.69,0,0.31,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
nurture,nurture,nurture,nurture,nurture,1,0.08,0,0.92,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
openness,openness,openness,openness,opennes,1,0.38,0.25,0.37,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
outgoing,outgoing,outgoing,outgoing,outgoing,1,0.06,0.06,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
overprotect,overprotect,overprotect,overprotect,overprotect,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
pal,pal,pal,pal,pal,1,0.12,0,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
pally,pally,pally,pally,pally,1,0.38,0,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
peer,peer,peer,peer,peer,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
persiflage,persiflage,persiflage,persiflage,persiflage,1,0,0.25,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
personable,personable,personable,personable,personable,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
playmate,playmate,playmate,playmate,playmate,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
plead,plead,plead,plead,plead,1,0,0.12,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
polite,polite,polite,polite,polite,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
politeness,politeness,politeness,politeness,politenes,1,0.44,0,0.56,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
popularity,popularity,popularity,popularity,popularity,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
promote,promote,promote,promote,promote,1,0.12,0,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
props,props,props,prop,prop,1,0.88,0,0.12,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
pungency,pungency,pungency,pungency,pungency,1,0.38,0.38,0.24,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
raillery,raillery,raillery,raillery,raillery,1,0,0.25,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
reformative,reformative,reformative,reformative,reformative,1,0.25,0.62,0.13,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
reformatory,reformatory,reformatory,reformatory,reformatory,1,0.25,0.62,0.13,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
reinsure,reinsure,reinsure,reinsure,reinsure,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
repartee,repartee,repartee,repartee,repartee,1,0,0.38,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
repository,repository,repository,repository,repository,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
responsive,responsive,responsive,responsive,responsive,1,0.25,0,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
ribaldry,ribaldry,ribaldry,ribaldry,ribaldry,1,0.5,0.25,0.25,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
romance,romance,romance,romance,romance,1,0.06,0.06,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
roomie,roomie,roomie,roomie,roomie,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
roommate,roommate,roommate,roommate,roommate,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
roomy,roomy,roomy,roomy,roomy,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sarcasm,sarcasm,sarcasm,sarcasm,sarcasm,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
satire,satire,satire,satire,satire,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
schoolfriend,schoolfriend,schoolfriend,schoolfriend,schoolfriend,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
seriocomedy,seriocomedy,seriocomedy,seriocomedy,seriocomedy,1,0,0.38,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
seriocomic,seriocomic,seriocomic,seriocomic,seriocomic,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sidekick,sidekick,sidekick,sidekick,sidekick,1,0.12,0,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sidesplitting,sidesplitting,sidesplitting,sidesplitting,sidesplitting,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sitcom,sitcom,sitcom,sitcom,sitcom,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
situation comedy,situation comedy,situationcomedy,situationcomedy,situationcomedy,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sketch,sketch,sketch,sketch,sketch,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
slapstick,slapstick,slapstick,slapstick,slapstick,1,0.38,0.12,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
snicker,snicker,snicker,snicker,snicker,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
snigger,snigger,snigger,snigger,snigger,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sociability,sociability,sociability,sociability,sociability,1,NA,NA,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sociable,sociable,sociable,sociable,sociable,1,0.46,0.04,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
social,social,social,social,social,1,0.03,0.06,0.91,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sociality,sociality,sociality,sociality,sociality,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
speaker,speaker,speaker,speaker,speaker,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
spoof,spoof,spoof,spoof,spoof,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
standup comedian,standup comedian,standupcomedian,standupcomedian,standupcomedian,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
substantiating,substantiating,substantiating,substantiate,substantiate,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
substantiative,substantiative,substantiative,substantiative,substantiative,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
supportive,supportive,supportive,supportive,supportive,1,0.12,0,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sweet,sweet,sweet,sweet,sweet,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sweetness,sweetness,sweetness,sweetness,sweetnes,1,0.5,0.12,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
sweet talker,sweet talker,sweettalker,sweettalker,sweettalker,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
take care,take care,takecare,takecare,takecare,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
talk,talk,talk,talk,talk,1,0,0.12,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
talkative,talkative,talkative,talkative,talkative,1,0.12,0.19,0.69,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
talker,talker,talker,talker,talker,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
thoughtful,thoughtful,thoughtful,thoughtful,thoughtful,1,0.25,0,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
titter,titter,titter,titter,titter,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
touristed,touristed,touristed,touristed,touristed,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
touristy,touristy,touristy,touristy,touristy,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
tragicomedy,tragicomedy,tragicomedy,tragicomedy,tragicomedy,1,0,0.38,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
tragicomic,tragicomic,tragicomic,tragicomic,tragicomic,1,0.5,0.12,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
trustful,trustful,trustful,trustful,trustful,1,0.62,0.12,0.26,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
undergird,undergird,undergird,undergird,undergird,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
underwrite,underwrite,underwrite,underwrite,underwrite,1,0,0.25,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
unreserved,unreserved,unreserved,unreserved,unreserved,1,0.12,0.62,0.26,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
uphold,uphold,uphold,uphold,uphold,1,0.12,0,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
validating,validating,validating,validate,validate,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
verifying,verifying,verifying,verify,verify,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
waggish,waggish,waggish,waggish,waggish,1,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
welcoming,welcoming,welcoming,welcome,welcome,1,0,0.12,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
witticism,witticism,witticism,witticism,witticism,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
wittiness,wittiness,wittiness,wittiness,wittines,1,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
witty,witty,witty,witty,witty,1,0.5,0,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
wordplay,wordplay,wordplay,wordplay,wordplay,1,0,0.25,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
wow,wow,wow,wow,wow,1,0.25,0.38,0.37,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
heart,heart,heart,heart,heart,2,0.21,0.12,0.67,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
funny,funny,funny,funny,funny,2,0.21,0.12,0.67,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,-1,0,0,0,0,0,NA,0,0,0,0,0,0,0
funnies,funnies,funnies,funny,funny,2,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
alleviate,alleviate,alleviate,alleviate,alleviate,2,0.31,0,0.69,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
carry,carry,carry,carry,carry,2,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
romantic,romantic,romantic,romantic,romantic,2,0.16,0.12,0.72,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0
sympathetic,sympathetic,sympathetic,sympathetic,sympathetic,2,0.38,0.21,0.41,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0
tend,tend,tend,tend,tend,2,0.31,0.06,0.63,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
tender,tender,tender,tender,tender,2,0.38,0,0.62,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
warm,warm,warm,warm,warm,2,0.38,0.12,0.5,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0
right-hand,right-hand,righthand,righthand,righthand,2,0.62,0,0.38,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
antenna,antenna,antenna,antenna,antenna,2,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
back,back,back,back,back,2,0.15,0,0.85,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
feeler,feeler,feeler,feeler,feeler,2,0,0,1,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
spur,spur,spur,spur,spur,2,0.06,0,0.94,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,0,0,0,0,0
attached,attached,attached,attach,attach,2,0.06,0.06,0.88,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
liking,liking,liking,like,like,2,0.5,0.25,0.25,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
like,like,like,like,like,2,0.25,0,0.75,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
