Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
benshapiro,"January 30, 2023 02:50 PM","This is all part of a broader Leftist narrative that its the new right-wing Israeli government ""raising risk of escalation"" when 13-year-old terrorists shoot people going to synagogue, Hamas cheers, and the PA cuts off security cooperation. Look at this pathetic NYT headline:",1026,99,59,153338
benshapiro,"January 30, 2023 02:26 PM","A Palestinian Arab murders seven Jews going to synagogue in Jerusalem, the historic capital of the Jewish people.  Many Palestinians celebrate. Hamas takes credit.   Media response: This is a cycle of violence. After all, Jews WERE going to shul in Jerusalem.",4669,535,219,835916
benshapiro,"May 10, 2023 02:16 PM","The juxtaposition of rabid anti-Semite Rashida Tlaib attempting to perform a ""Nakba Day"" lamenting the existence of the State of Israel while Hamas fires missiles into the heart of Tel Aviv is pretty clarifying.",2516,384,199,204790
RealSpikeCohen,"February 13, 2023 10:55 PM",I am infinitely more concerned with the raging chemical fire in East Palestine OH then I am with NORAD playing whack-a-mole with balloons.,7545,1332,230,372954
RealSpikeCohen,"October 26, 2022 01:08 AM","Jew here.  Words mean things.  When everything is called antisemitic, it helps provide cover for actual antisemitism.",2482,560,60,149981
briebriejoy,"November 08, 2022 11:51 PM","Imperialists often raise the example of WWII & accusations of genocide to justify war. (E.g. incubator babies in Kuwait). But does the left have a response to the question of how to identify a Hitler-level threat, & what to do about it? Must it?  …",1479,341,303,170242
briebriejoy,"August 01, 2023 08:00 PM",Watch my full exchange with RFK Jr. in which I challenge his “unconditional” support of Israel in light of the international consensus that Israel is an apartheid state.,1825,558,252,241754
ComicDaveSmith,"September 08, 2023 04:15 PM","If you were on a mission to create more antisemitism in this country, you couldn’t do a better job than the ADL.",2577,228,138,89155
ComicDaveSmith,"September 10, 2023 09:59 PM","Isn’t it crazy that almost no one in the political or media class talk about radical Islamic terrorism anymore. There’s no concern about it, and yet every emergency power that the government took in the name of terrorism, DHL, TSA, Patriot act, is just part of America now.",8284,1572,320,346128
ComicDaveSmith,"March 13, 2023 09:26 PM",You cannot possibly compare NATOs interventions to Russias invasions. It requires both a deliberate ignorance of the scale and to deliberately ignore the history of Russian genocide in Ukraine.  Dont deliberately ignore the history of Russian genocide in Ukraine.,2946,450,125,139621
TheRickWilson,"April 17, 2023 03:16 PM",The purpose of terrorism is to terrorize.,6289,732,154,233147
TheRickWilson,"November 01, 2022 10:17 PM",I know a few people in Israel right now wondering something.  Ill just say this: WE FUCKING WARNED YOU.,3502,460,49,137897
mmpadellan,"February 24, 2023 08:04 PM","Even Fox News knows that the deregulation by the trump admin were the cause of the disaster in East Palestine, OH. And Elaine Chao never visited train derailment sites, even when there were fatalities.",1078,315,182,54900
mmpadellan,"February 23, 2023 07:44 PM","OOPS! Looks like Fox News allowed a bit of truth to slip into their coverage of the train derailment story in East Palestine, OH — theyre blaming trump!!!  Be a real shame if everyone retweeted this.",24557,17047,941,840991
charliekirk11,"February 16, 2023 07:53 PM",MUST WATCH: Senator JD Vance visits a creek flowing near the East Palestine train derailment and chemical burn. See what happens when he drags a stick along the creek bed.,29050,11143,1605,2414059
charliekirk11,"February 14, 2023 08:09 PM",An East Palestine womans chickens all die following the controlled burn and train derailment.   Whats going on?,6564,2381,1036,557526
charliekirk11,"February 16, 2023 10:11 PM","East Palestine, Ohio’s latest tourism video. Everything is fine!",2613,977,277,345284
charliekirk11,"February 23, 2023 09:18 PM","Joy Behar says the residents of East Palestine got what they deserved because they voted for Trump.   For the record, this is 1000x worse than anything Don Lemon said. Will she be kicked off her show and forced to undergo sensitivy training?",36962,11206,6947,2580511
kylegriffin1,"December 13, 2022 02:00 PM","Leader Schumer: ""When the former President of the United States welcomes at his own dinner table several vicious antisemites and then, rather than apologize, he lectures American Jewish leaders for insufficient loyalty — it is incumbent on all of us to speak out.""",2347,393,28,71921
elonmusk,"August 04, 2023 05:46 PM","The New York Times actually has the nerve to support calls for genocide! If ever there was a time to cancel that publication, it is now.  You can read their articles for free anyway using .",200666,49221,18220,37000170
elonmusk,"September 18, 2023 03:08 PM",Artificial intelligence discussion with PM Netanyahu in an hour,109148,12541,6134,36206179
elonmusk,"September 18, 2023 02:43 PM",I look forward to speaking at 9:15  (19:15 Israel time) on X with @elonmusk about how we can harness the opportunities and mitigate the risks of AI for the good of civilization.,10219,1474,472,563235
elonmusk,"September 06, 2023 08:00 PM","Because the answer is “Yes!” regarding seeking donations, hence JG’s refusal to answer the question.   JG instead went on the attack, implying that Sorkin, despite being Jewish, is somehow an anti-Semite just for asking a basic conflict-of-interest question!",10364,867,499,883073
itsJeffTiedrich,"October 16, 2022 09:01 PM","congratulations to the literally zero Republicans who have stood up to denounce Donald Trumps attack on American Jews. take a victory lap, you spineless fucking cowards",47821,6761,5915,2406208
itsJeffTiedrich,"February 03, 2023 03:11 PM","holy fucking shit, criticizing Israel is not antisemitic. what IS antisemitic is putting a holocaust-denying lunatic who thinks Jews control the weather on the Homeland Security Committee. sit the fuck down and shut the fuck up and spare us your fucking fake outrage",41093,6388,2628,1112355
krystalball,"February 27, 2023 09:17 PM",CNN had a literal lobbyist for Norfolk Southern on their panel to talk about East Palestine and didnt disclose it.,4236,1220,133,253829
krystalball,"February 21, 2023 07:09 PM","A provision in Obamacare allows residents in areas deemed a public health disaster to be covered by Medicare for life. At the very least, East Palestine residents deserve this universal coverage after being exposed to a known carcinogen.",2000,459,49,215490
SteveSchmidtSES,"October 11, 2022 02:25 PM","4. Hatred, Lies and scapegoating are on the ballot as is a growing and dangerous menace of antisemitism.   The American experiment has been under a growing assault for seven years. It is not abating and it has become a frontal assault that is occurring in broad daylight.",1238,254,92,101793
robreiner,"October 16, 2022 07:50 PM",American Jews will not be pushed around by a Fascist Criminal.,10435,2254,2356,273216

"|RUN STATISTICS|
"
"Time Processed: November 28, 2024 09:14 PM
","Number of discards: 354
","List of accounts processed: ['TristanSnell', 'BernardKerik', 'KyleClark', 'TomFitton', 'jimmy_dore', 'RonFilipkowski', 'anthonyzenkus', 'benshapiro', 'RealSpikeCohen', 'briebriejoy', 'ComicDaveSmith', 'TheRickWilson', 'mmpadellan', 'charliekirk11', 'kylegriffin1', 'elonmusk', 'itsJeffTiedrich', 'krystalball', 'SteveSchmidtSES', 'robreiner']
","List of accounts coming in: ['PatTheSocialist', 'SabbySabs2', 'TristanSnell', 'BernardKerik', 'spann', 'jeff_poor', 'DavidAFrench', 'NancyAFrench', 'BillOReilly', 'Jaybefaunt', 'donwinslow', 'KyleClark', 'BobMurphyEcon', 'ThomasEWoods', 'bshelburne', 'PatrickSvitek', 'evanasmith', 'MsLaToshaBrown', 'TomFitton', 'BarbMcQuade', 'JohnArchibald', 'brad_polumbo', 'natsechobbyist', 'jimmy_dore', 'RonFilipkowski', 'davidhogg111', 'anthonyzenkus', 'benshapiro', 'IngrahamAngle', 'RealSpikeCohen', 'briebriejoy', 'ComicDaveSmith', 'TheRickWilson', 'FreemansMind96', 'HannahDCox', 'KyleKulinski', 'seanhannity', 'funder', 'fred_guttenberg', 'LeeCamp', 'JordanChariton', 'mmpadellan', 'charliekirk11', 'davidsirota', 'kylegriffin1', 'TuckerCarlson', 'elonmusk', 'itsJeffTiedrich', 'bluestein', 'krystalball', 'SarcasmStardust', 'AnnCoulter', 'SteveSchmidtSES', 'SocialistMMA', 'gtconway3d', 'ProudSocialist', 'checkmatestate', 'Josh_Moon', 'EricTrump', 'LaraLeaTrump', 'WarOnDumb', 'robreiner', 'marceelias', 'toddcstacy']
","List of accounts needed to be rerun: ['FreemansMind96', 'marceelias', 'toddcstacy']
","List of accounts with parsed but only irrelevant tweets: ['PatTheSocialist', 'SabbySabs2', 'spann', 'jeff_poor', 'DavidAFrench', 'NancyAFrench', 'BillOReilly', 'Jaybefaunt', 'donwinslow', 'BobMurphyEcon', 'ThomasEWoods', 'bshelburne', 'PatrickSvitek', 'evanasmith', 'MsLaToshaBrown', 'BarbMcQuade', 'JohnArchibald', 'brad_polumbo', 'natsechobbyist', 'davidhogg111', 'IngrahamAngle', 'HannahDCox', 'KyleKulinski', 'seanhannity', 'funder', 'fred_guttenberg', 'LeeCamp', 'JordanChariton', 'davidsirota', 'TuckerCarlson', 'bluestein', 'SarcasmStardust', 'AnnCoulter', 'SocialistMMA', 'gtconway3d', 'ProudSocialist', 'checkmatestate', 'Josh_Moon', 'EricTrump', 'LaraLeaTrump', 'WarOnDumb']"
