Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
jimmy_dore,"July 08, 2024 09:53 PM","The JIMMY DORE SHOW Is Live! NOW!  Israel Targeted & Killed Its Own Civilians on Oct 7! French Left Scores BIG Electoral Victory!  Featuring: Max Blumenthal @MaxBlumenthal Stef Zamorano @miserablelib  Now streaming on Rumble, YouTube & Rokfin …",312,92,37,29873
jimmy_dore,"May 30, 2024 04:31 AM","It’s been like this since 1948, but modern day Zionists are such depraved blood thirsty maniacs that even Americans are waking up:",1062,300,85,31417
jimmy_dore,"October 11, 2023 09:40 PM","The JIMMY DORE SHOW Is Live! NOW!  Israel’s Brutal Response On Gaza! MORE Covid Censorship!  Featuring Dr. Peter McCullough @PMcCulloughMD, Jackson Hinkle @jacksonhinklle,  Kurt Metzger @KurtMetzger & Stef Zamorano @MiserableLib  EXCLUSIVELY ON RUMBLE!  …",224,46,52,37253
jimmy_dore,"October 09, 2023 09:53 PM","The JIMMY DORE SHOW Is Live! NOW!  Hamas Stages Brazen Attack Inside Israel!  Netanyahu Declares War on Gaza!   Featuring Norman Finkelstein @normfinkelstein, Kurt Metzger @KurtMetzger & Mischa Paullin @mickmackpaullin  Now streaming on Rumble, YouTube & Rokfin!",232,65,69,49519
LPCO,"October 07, 2023 09:37 PM",The Hamas attack was as unprovoked as the Russian invasion.,615,114,27,20174
HumanistReport,"July 24, 2024 06:37 PM",Rashida Tlaib as war criminal Benjamin Netanyahu attacks the ICC.,2255,402,23,124049
HumanistReport,"July 24, 2024 06:54 PM","Im a PROUD ""gay for Gaza."" My sexual orientation has FUCK ALL to do with the slaughter of 180,000+ people, including 14,000+ children. Benjamin Netanyahu can kiss my faggot ass.",7612,1333,229,113051
HumanistReport,"May 02, 2024 08:15 AM","The same fuckwads  clutching their pearls over “violence” from student protesters haven’t said SHIT about violence from pro-Israel agitators. Also, not a peep about the IDF annihilating EVERY university in Gaza and posting videos about it.  Vile fucking cowards.",236,41,3,3601
HumanistReport,"August 22, 2024 08:21 AM","No, they don’t support Hamas. They’re asking their government to stop sending Israel bombs to drop on children. Smearing them as “extremist” to support the elimination of their families is sickening, and you should be ashamed of yourself as a “human rights lawyer.”",637,110,7,9791
HumanistReport,"October 31, 2023 07:34 PM",While you’re picking up some candy from the senator don’t try to ask him why he won’t support a Gaza ceasefire unless you want to be manhandled by his goons.,619,56,6,14834
RalphNader,"May 10, 2024 11:23 PM","Over 2 million innocent Palestinians are trapped by Netanyahu’s siege, proclaimed as prohibiting “food, water, medicine, electricity, fuel.” By shutting Egypt’s Rafah entry, humanitarian aid trucks are blocked and the Netanyahu Gazan death camp/cemetery grows larger by the day.",394,178,25,11684
RalphNader,"December 19, 2023 12:15 AM","Todays NYT headlines   Netanyahu vows to keep up fight, 200 targets in a day  German and British officials call for ceasefire  War erases full branches of Gazan family  A clan loses over 100 members, including dozens of children  Campus allies of Palestinians feel muzzled  -R",786,278,53,29246
RalphNader,"March 25, 2024 07:52 PM",. direct violation of intl. humanitarian law and a January order from the International Court of Justice. Oxfam also reported that the conditions on the ground in Gaza have deteriorated rapidly in the last two months. 1.1 million people are experiencing “catastrophic hunger.”,255,96,14,6921
RalphNader,"August 20, 2024 07:04 PM","See the attached protestors sign in Chicago at the DNC overcoming the vast undercount of Netanyahu’s genocidal slaughter of Palestinians. It is not 40,000 fatalities, which both Hamas and Netanyahu like to cite for different political reasons. The real estimate is over 300,000",903,487,47,20183
RalphNader,"September 13, 2024 05:47 PM","Why do all sides for different reasons use the Hama undercount of fatalities and injuries from Israel’s war crimes in Gaza? The answer comes from my article in the current issue of Capitol Hill Citizen. The probative evidence in the article points to over 300,000 deaths and",505,144,18,11047
DCExaminer,"August 09, 2024 01:45 PM","Democratic vice presidential nominee Tim Walz, on at least five occasions, hosted a Muslim cleric who celebrated Hamas‘s Oct. 7 attack and promoted a film popular among Neo-Nazis.  DETAILS:  #timwalz #democrats #election2024 #politics #usa #explorepage",408,347,29,121043
DCExaminer,"June 24, 2024 10:00 PM",Cruz slams Bragg for dropping charges against pro-Hamas protesters at Columbia University.  READ:  #TedCruz #Cruz #Columbia #college #protest #news #viral #trending #Bragg #explorepage #newyorkcity,262,78,8,45282
DCExaminer,"January 25, 2024 06:00 PM",Sen. Rand Paul questions when did the US become the sugar daddy of the world?  READ: #RandPaul #Senator #Palestine #Israel #Gaza #Border #Left #Democrat #Republicans #US #Politics #News #Viralvideo #ViralVideos #Explore #Explorepage,909,207,72,53965
OurRevolution,"March 13, 2024 03:59 AM","The Uncommitted Vote in Washington state is closing in on 50k!!  That’s with 79% reporting — and compare to just 6,450 votes in 2020.  The national total is 425k and growing. The call for peace in Gaza and a permanent ceasefire is getting louder.",310,81,10,17792
OurRevolution,"November 08, 2023 06:16 PM","""The cries of Palestinian and Israeli children sound no different to me. What I want to know is why do the cries of Palestinians sound different to you all?"" Solidarity with the powerful and courageous @RashidaTlaib. #CeasefireNow",259,72,12,10724
theatlantic,"October 24, 2023 11:15 PM","""At a military base north of Tel Aviv, the Israel Defense Forces held a grisly matinee screening of 43 minutes of raw footage from Hamas’s October 7 attack,"" @gcaw writes. Read his full report here:",286,172,21,99938
theatlantic,"November 16, 2023 02:45 AM","""Neither Israelis nor Palestinians are going anywhere, and neither will give up their national identity. Those who truly want peace and justice in the Holy Land should start by recognizing this reality,"" @arashtehran writes:",354,87,20,98594
theatlantic,"October 18, 2023 12:15 AM","""Again and again, people say they intend to murder Jews,"" @YairRosenberg writes.   ""And yet, century after century, the world produces new, tortuous justifications for why anti-Jewish bigots don’t really mean what they say—even though they do.""",202,85,9,58262
theatlantic,"October 15, 2023 11:15 AM","“If Americans now have anything useful to tell Israelis,” George Packer argues, it’s this: “Don’t … Don’t imagine that overwhelming military force can solve an immensely complex historical and political problem.”",274,82,24,52010
IngrahamAngle,"May 08, 2024 08:10 AM",Anti-Israel protesters descend upon Met Gala,223,62,38,62576
IngrahamAngle,"October 17, 2023 07:34 PM",Israel is willing to do what we would do: John Ratcliffe,227,51,89,44360
IngrahamAngle,"October 11, 2023 04:50 PM",Netanyahu foreign policy adviser: Hamas will be dismantled.,486,97,122,35778
IngrahamAngle,"October 24, 2023 02:36 PM",Hamas attack survivor: I feel more protected in Israel than I feel here.,723,205,127,54358
IngrahamAngle,"October 20, 2023 03:48 PM",Mike Pompeo: Hamas will be the recipient of this aid,380,115,113,48246
HuffPost,"April 25, 2024 02:03 AM",Shocking Mass Graves At Gaza Hospitals Prompt International Calls For Investigation,198,135,10,36737
HuffPost,"October 10, 2023 01:35 AM","As The GOP Slams Biden On Israel, No One Mentions Trumps Dangerous Intel Leak",317,123,52,66632
HuffPost,"October 26, 2023 02:20 AM",Israeli Airstrikes Kill Al Jazeera Reporter’s Family In Gaza,197,85,41,68805
HuffPost,"April 02, 2024 09:20 PM",Chef José Andrés condemned Israel’s airstrike that killed aid workers trying to deliver food to Palestinians in Gaza: “Stop using food as a weapon.”,386,108,17,44008
TomFitton,"November 14, 2023 03:44 PM",Black for Palestine: Meet Rashida Tlaibs favorite Israel-hating group with terror ties …,249,130,30,17395
TomFitton,"June 13, 2024 12:01 AM","""On Tuesday night, protesters vandalized the homes of Brooklyn Museum Jewish board members and the co-op building of museum director Anne Pasternak. The vandals marked the doors of their homes with upside down red triangles, a symbol used by the al-Qassam brigades, the military",547,238,54,30359
TomFitton,"April 21, 2024 10:15 PM",‘Free Palestine’ Bridge Blockers Get Free Bail—And the Democratic Party’s Fundraising Platform Gets a Cut …,528,440,48,29929
TomFitton,"February 10, 2024 10:31 PM","Israeli military kills Hamas terrorists, finds significant weapons and assets inside UNRWA headquarters … #FoxNews",1359,433,58,40542
TomFitton,"November 26, 2023 03:55 AM","Terrorists Separate Mother from Daughter in Hostage Release; Emily Hand, 9, is Free … via @BreitbartNews",216,71,18,35428
TomFitton,"January 13, 2024 02:33 AM","Hamas Terrorist Leaders: Our Goal Is Establishment Of Global Islamic Caliphate, Not Just Liberation Of Palestine #MEMRI",349,188,79,39601
TomFitton,"July 10, 2024 01:33 AM","America’s Invisible Hostage Crisis ""On Oct. 7, 2023, Hamas killed more than 30 American citizens and took as many as a dozen Americans hostage. Of those who were taken, at least two have been murdered. Five, we pray, are still alive. Do you know any of their names? Have you seen",843,385,38,32958
TomFitton,"October 18, 2023 12:45 AM","UN agency ""aid"" get ""stolen"" by Hamas.  ""U.N. sources told Israel’s Walla News that the aid was stolen, and Israel’s military liaison to the Palestinians reports that 24,000 liters of fuel and medical supplies went to Hamas, whose underground bases use diesel generators.""",1139,600,61,96012
PatTheSocialist,"December 26, 2023 09:36 PM",Human Rights watch has determined that Israel is intentionally destroying the food supply of Gaza. Add it to the list of war crimes.  This is genocide.,1642,807,34,26566
PatTheSocialist,"July 19, 2024 05:03 PM",The US must immediately pull all funding of Israel and demand a ceasfire,484,164,3,7859
PatTheSocialist,"March 11, 2024 02:12 AM","Hell yes!!! People with a conscience speak up and call out genocide, no matter the cost.  Israel is commiting genocide  The US is enabling genocide  No peace, or votes, for anyone supporting this atrocity.",646,225,21,9581
PatTheSocialist,"January 21, 2024 05:58 PM","Over 30,000 people dead  Over 12,000 children killed  115 journalists murdered  Almost 2 million displaced  Over 200 healthcare facilities destroyed  This is genocide  Joe Biden and the Democratic Party own this",636,381,31,17599
PatTheSocialist,"February 27, 2024 01:47 AM",This mother fucker is licking ice cream while a million Palestinians are starving to death thanks to him. Fuck him and anyone supporting him.,18155,4192,857,883511
PatTheSocialist,"August 01, 2024 10:41 PM","Its ""weird"" to call for a ceasefire but continue funding genocide",1753,486,21,19812
BillOReilly,"September 11, 2024 01:59 AM",Harris asked how she would get a Gaza deal.  Dodges.  Says the war must end.  Had no plan. #PresidentialDebate #NoSpin,2653,448,53,116249
BillOReilly,"October 10, 2023 01:05 PM",Evil on display in Gaza.  Please read the Message of the Day on .,221,34,24,36825
BillOReilly,"December 05, 2023 12:41 PM","The corporate media has enabled far-left fanatics for years. Now, the enabling is on full antisemitic display across the country.  The #progressive movement believes Israel is a fascist country that practices genocide or some such stupidity.  Appalling doesnt even come close.",263,41,17,96614
BillOReilly,"August 06, 2024 01:26 PM","Minnesota @GovTimWalz  is Kamalas #VP pick. Smart guy, very progressive.  Josh Shapiro didnt make it because hes Jewish.  Well explain all on the @NoSpinNews  tonight.  has it.",339,52,77,32303
brad_polumbo,"January 09, 2024 12:19 AM",“You’re not the next MLK Jr. or Rosa Parks. You’re an unemployed they/them who didn’t know the difference between Gaza and the West Bank until a few months ago.”  My message to the lunatics on #freepalestine TikTok who keep blocking traffic.,233,39,19,11083
brad_polumbo,"October 21, 2023 08:54 PM","Anti-Semites are so strange.  Like, the Jews arent the reason this wasnt you.  You are the reason this wasnt you.",383,33,21,86241
brad_polumbo,"October 24, 2023 01:43 PM","51% of 18 to 24-year-olds say Hamass slaughter of Israeli citizens was justified.   Yet 62% also say it was a genocide.  So, a sizeable number of young Americans think genocide against Israelis is justified.  What the actual fuck?",474,154,119,59665
brad_polumbo,"October 09, 2023 02:43 PM","""There are no innocent Palestinian people in the Gaza Strip.""  WRONG!  Even if you think 100% of the adults in Gaza support Hamas -- which is absolutely not true -- there are hundreds of thousands of CHILDREN in the Gaza Strip.   They are absolutely innocent parties in this.",612,65,76,45118
brad_polumbo,"October 09, 2023 12:30 AM",I find the pro-Hamas protests happening in US cities unimaginably vile.   But to those calling on them to be shut down… nope. That’s not how free speech works.,1340,118,79,54720
BernardKerik,"November 04, 2023 02:48 AM","Federal hate crime, and terroristic threats! Start locking them up!",279,80,16,11603
BernardKerik,"November 03, 2023 03:56 PM","Philadelphia, PA - four masked men walked into Cafe Ole (Huntingdon) and proceeded to tear off the Israeli flag, while yelling “Free Palestine” as they left.   Police are investigating.",2489,1393,215,83213
SabbySabs2,"August 22, 2024 03:31 PM",This is what Ive been saying for months. Its double speak when you hear Kamala say she wants a ceasefire but she wont stop or condition aid to Israel. The ceasefire rhetoric is just a campaign sale to get your vote.,694,223,32,10263
SabbySabs2,"August 22, 2024 07:11 AM","Ilhan Omar: ""If you really wanted a ceasefire, youd just stop sending the weapons. It is that simple""  Spot on.",1275,429,100,45061
SabbySabs2,"October 09, 2023 12:24 AM","For years, Palestinians have been treated like animals, and our government was silent. Occupied ppl have the right to resist!",201,14,3,2079
SabbySabs2,"October 08, 2023 09:12 PM",“Palestinians have been murdered by the thousands & we say nothing. And suddenly Joe Biden pops up & starts teaching us about morality & humanity. Well screw your morality!”  —Dr. Osama Abu Irshaid at DC Rally to #FreePalestine End #IsraeliApartheid,638,166,39,9536
SabbySabs2,"July 30, 2024 07:28 PM",They were not Israelis. They were Arab Druze. You need to issue a retraction.,2264,681,87,44133
SabbySabs2,"June 12, 2024 07:19 PM",Whats laughable is that you choose to prioritize the oppressor instead of the people being BOMBED! How they hell do you BOTH SIDES a genocide? How the hell do you attack protesters calling out a genocidal supremacist state? Youre an opportunist.,256,110,14,6340
SabbySabs2,"June 12, 2024 12:20 PM","It is laughable.  We can mobilize to end the atrocities in Gaza and combat the rise of antisemitism at the same time. Bigotry in organizing spaces imperils everyone’s work.   I work to end the war, protect ALL my constituents, and fight AIPAC. Believe it or not, you can do all 3. x.com/YairRosenberg…",366,24,68,9878
SabbySabs2,"July 08, 2024 05:28 PM",HAARETZ  finally admitting IDF was ordered to use Hannibal Directive on October 7th!,579,255,18,16704
SabbySabs2,"July 10, 2024 06:51 PM","ISRAEL ORDERS ALL PALESTINIANS TO LEAVE GAZA. They have nowhere to go. Along with the approval of the annexation of the West Bank, this is full-scale ethnic cleansing. And our government is funding it.",271,161,38,6404
SabbySabs2,"May 24, 2024 01:42 PM",BREAKING NEWS: ICJ SAYS ISRAEL MUST HALT MILITARY OPERATION IN RAFAH!,508,194,33,13016
SabbySabs2,"March 20, 2024 02:26 PM",Israel vows to continue war after hostages are released. As I said before they want to ethnically cleanse the land.,676,300,45,14820
ACTforAmerica,"August 07, 2024 11:48 PM",Stop US Aid Funding Palestinian Terrorism,252,111,30,11906
ACTforAmerica,"November 13, 2023 07:18 PM",ALERT: Hamas has Lost Control of Gaza Israeli defense minister says.,188,34,7,8635
ACTforAmerica,"January 02, 2024 09:05 PM",Hamas’ Saleh al-Arouri killed in Israeli drone strike in Beirut,306,73,39,15173
ACTforAmerica,"November 01, 2023 09:12 PM","If youre pro-Hamas, youre pro-terrorism.",295,67,35,11898
ACTforAmerica,"October 09, 2023 10:00 AM",The attacks from Hamas are barbaric and heinous. There must be severe consequences.,217,49,15,13746
ACTforAmerica,"October 10, 2023 04:41 AM","ALERT FROM GAZA CITY: Israel goes on offensive and reportedly takes out over 1,500 Hamas terrorists after long night of explosions.",408,130,27,19848
PatrickSvitek,"July 25, 2024 10:25 PM","Harris after meeting Netanyahu: - Israel has right to defend self ""and how it does so matters"" - I expressed ""serious concern about the scale of human suffering in Gaza"" & ""dire humanitarian situation""  - ""I will not be silent"" about that suffering",3778,643,56,417914
PatrickSvitek,"July 25, 2024 10:26 PM","Harris: ""To everyone who has been calling for a ceasefire, and to everyone who yearns for peace, I see you and I hear you. Let’s get the deal done.""",1206,227,19,111486
LifeNewsHQ,"October 13, 2023 02:09 PM",BREAKING: Planned Parenthood Abortion Biz in Gaza Destroyed as Israel Responds to Hamas Attack …,246,71,49,19616
LifeNewsHQ,"October 10, 2023 10:09 PM","Hamas kills babies and everyone condemns it.  Abortions kill babies and they call it ""reproductive rights.""",1070,295,35,24496
LifeNewsHQ,"October 08, 2023 02:01 PM","Maybe if Bidens people werent so focused on putting pro-life Americans in prison, they would have known about the attack on Israel.",266,52,4,5485
LifeNewsHQ,"October 12, 2023 12:52 PM",Hamas crushes the skulls of babies after birth.  Abortion crushes the skulls of babies before birth.,629,204,22,10686
LifeNewsHQ,"December 02, 2023 04:40 PM",Doctor Calls Abortion the “Greatest Universal Genocide” Facing Humanity,247,93,3,4687
ReallyAmerican1,"April 02, 2024 06:13 PM","BREAKING: A Trump supporter has been arrested after targeting Attorney General Letitia James and Justice Arthur Engoron with threats of extreme violence.  ""Mark my words I will kill you"" he wrote.  26-year-old Tyler Vogel was charged with two counts of making a terroristic",11100,5107,702,354437
ReallyAmerican1,"October 12, 2023 06:01 PM","trump: ""Hezbollahs very smart. Theyre all very smart.""   President Biden: ""Our nation’s support for Israel is resolute and unwavering. And the right time to praise the terrorists who seek to destroy them is never.""  President Biden is right again.",1001,302,108,58137
ReallyAmerican1,"October 12, 2023 11:50 PM","With all of the tragedy unfolding in Israel, of course Donald Trump found a way to make it all about him. Hes spent the past few days attacking Netanyahu and praising Hezbollah.  Its objectively clear Trump remains unfit to serve.",1215,575,112,76692
ReallyAmerican1,"October 11, 2023 11:35 PM","As soon as terrorists attacked Israel, GOP ghouls tried to capitalize off of it politically. Doing that rewards fiendish terrorists like Hamas, and helps neither America nor our allies in Israel.  Republicans need to stop the disgusting lies and rally around our President.",826,331,66,54448
NYPost,"November 19, 2023 07:16 PM","Israel raids terrorists’ luxury homes, take over parliament and police HQs in Gaza",242,44,70,28194
NYPost,"February 07, 2024 06:31 PM","Netanyahu rejects Hamas cease-fire demands, vows to fight until ‘absolute victory’",334,56,50,20576
NYPost,"May 25, 2024 01:32 PM",The Gaza War has become a war on Jewish books and authors,336,134,95,135671
NYPost,"April 21, 2024 05:16 PM","Israeli strikes on southern Gaza city of Rafah kill 22, mostly children, as US advances aid package",343,216,226,112398
NYPost,"December 26, 2023 07:31 PM","Netanyahu: Gaza must be ‘deradicalized’ like Germany, Japan post-World War II",626,117,97,41810
NYPost,"October 07, 2023 05:23 PM",Israel attacked by Hamas live updates: Israel cuts off electricity supply to Gaza Strip,219,73,44,69966
NYPost,"July 31, 2024 03:28 AM","Hamas leader Ismail Haniyeh assassinated in Tehran, Iran says",5585,621,413,935544
NYPost,"August 30, 2024 07:29 PM",Israeli forces wipe out Hamas commander in full-blown military operation,290,51,15,20468
NYPost,"January 07, 2024 09:18 PM",Israel says Hamas has been destroyed in north Gaza,287,37,54,34735
FBI,"January 29, 2024 04:01 PM","#OTD in 1975, an explosion rocked the HQ of the @StateDept in Washington, D.C. A domestic terrorist group known as the Weather Underground claimed responsibility. The #FBI pursued these terrorists for decades until they were brought to justice. Learn more: …",261,95,123,31677
FBI,"October 31, 2023 04:45 PM","During todays Senate Committee on Homeland Security and Governmental Affairs hearing, #FBI Director Christopher Wray discussed the Bureaus efforts to protect Americans and support Israeli partners in the wake of Hamas terrorist attacks in Israel.",212,96,91,42039
natsechobbyist,"August 06, 2024 05:15 PM",You know who doesn’t need to facilitate the antisemitism discussion: You.,631,31,67,19732
natsechobbyist,"June 26, 2024 02:48 AM",Maybe the voters just didnt want to be represented by an antisemitic idiots?,802,363,3552,430458
natsechobbyist,"July 24, 2024 08:36 PM",Israel has good leaders but Bibi is fighting for his life so he doesn’t go to prison for corruption. I wonder why he likes Trump so much?,851,285,32,28100
natsechobbyist,"July 24, 2024 08:01 PM","Lapid: Netanyahus speech was a disgrace. We heard him talk about Oct 7 like he had no idea who was prime minister & who was responsible for the disaster. He could have accepted the deal & brought the hostages back before they die in tunnels. He didnt.""",727,38,29,9023
natsechobbyist,"August 22, 2024 07:35 PM","I despise Bibi.  I don’t think it’s a genocide.  I guarantee if they invited a Palestinian American to speak neither side would be satisfied.  All the speakers are in support of the nominee, not special interests.",1568,595,4,41068
BobMurphyEcon,"October 09, 2023 09:26 PM","I am making a simple observation here. Im not ""picking sides"" except for the side of ""Killing innocent people is always wrong.""  The people responsible for the attack on Israel want the response to be ""over the top."" They want the propaganda to then turn public opinion and",567,80,59,47164
BobMurphyEcon,"December 01, 2023 02:18 AM","""The part that is backed up by Israeli newspaper accounts is what Dave actually said, the other career-destroying smears I pulled out of my ass."" --The impressive and much smarter than @ComicDaveSmith Harsanyi",254,21,3,21861
BobMurphyEcon,"October 09, 2023 09:28 PM","As @scotthortonshow has explained in various speeches and books, it is documented that Osama bin Ladens official strategy was to provoke the United States into bleeding itself dry in Middle East. You say, ""That wouldnt work!"" Well, it did when Osama went against the Soviets.",207,34,9,18340
BobMurphyEcon,"November 13, 2023 06:06 AM","I get it; its funny. But not only did God not kill kids Cain hid behind, and not only did God not even kill Cain, but He actually placed a mark on him so that nobody ELSE would kill him.  I.e. God agreed to a ceasefire after this crime.",209,20,19,11859
BobMurphyEcon,"November 12, 2023 07:40 PM",Cain Calls For Ceasefire After Killing Abel,340,38,13,12335
BobMurphyEcon,"April 22, 2024 04:00 AM",this message has been brought to you by every terrorist who ever targeted civilians,1077,181,123,92430
BobMurphyEcon,"April 21, 2024 11:22 PM",Fuck Gaza.   I don’t give a shit about Gaza. There are consequences for voting for Hamas to be your representatives and there’s consequences for October 7.   Fuck Gaza and Fuck everyone who supports Gaza. x.com/WillWestWins/s…,327,34,18,11647
TristanSnell,"July 28, 2024 12:57 AM",Donald Trump held a SUMMIT with Israeli Prime Minister Netanyahu.  As a private citizen. At Mar-a-Lago.   The Logan Act is a federal law forbidding private citizens from negotiating with foreign governments.  TRUMP IS BREAKING THE LAW — YET AGAIN,104244,31318,9425,3833874
TristanSnell,"July 28, 2024 09:35 PM","Trump usually spends the summer in Bedminster, New Jersey.  Yet he met with Netanyahu at Mar-a-Lago.  WHY?  Because he KNEW it was a violation of the Logan Act — and wanted to avoid being prosecuted by the Feds in New Jersey — whereas in Florida he could draw Aileen Cannon again.",24600,8356,2686,679713
TristanSnell,"July 12, 2024 05:21 PM","BREAKING -- Joe Biden announces CEASEFIRE framework, with release of hostages, and with both Israel and Hamas in agreement.  Culmination of months of work by Biden and the State Department.  But sure, go ahead and tell me how Biden has declined and should quit the race.",25561,8086,1355,390695
TristanSnell,"November 22, 2023 01:27 AM","BREAKING — CEASEFIRE APPROVED by Israel and Hamas, with mutual releases and a 4-day pause in fighting, which could be extended.  The deal was brokered by the US and Qatar, including personal involvement by President Biden.",4178,1086,128,91129
TristanSnell,"November 23, 2023 02:30 PM",The Rainbow Bridge crash was NOT a terrorist attack.   Anyone who says otherwise is LYING.  Anyone who continues to leave posts up saying otherwise is a purposeful trafficker of the drug of disinformation.,3255,683,197,64051
TristanSnell,"August 21, 2024 03:07 AM",Donald Trump should be INDICTED — AGAIN.  PBS now reports Trump told Israeli Prime Minster Netanyahu to NOT agree to a cease fire because it would help Kamala Harris.  This is a violation of the Logan Act and should be investigated and prosecuted to the fullest extent of the law.,63401,18402,3052,956530
RonFilipkowski,"July 26, 2024 05:52 PM","Trump, 4 days after the Hamas attack on Israel, decided to rip Netanyahu over the Soleimani strike: “I’ll never forget that Bibi Netanyahu let us down. That was a very terrible thing .  We were disappointed by that - very disappointed. Then Bibi tried to take credit for it.”",813,317,53,133723
RonFilipkowski,"July 28, 2024 03:38 PM","How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.",1520,363,103,66505
RonFilipkowski,"July 25, 2024 04:56 PM",The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.,2370,703,253,58445
RonFilipkowski,"July 28, 2024 03:44 PM","MAGA, Trump & Vance have been telling us that the U.S. shouldn’t police the world and solve issues happening in other countries. But I guess this attack inside Israel is now America’s fault, and not Benjamin Netanyahu’s. I’m struggling to understand this ‘America First’ thing.",1244,229,46,44492
RonFilipkowski,"July 26, 2024 06:08 PM",Trump to Netanyahu today: “No president has done what I’ve done for Israel.”,1440,476,1016,159444
benshapiro,"June 07, 2024 01:33 PM","What is the proposal for this magical ""end state""? The US should expend zero resources in Gaza. The Europeans arent going to provide a security force there. The Saudis wont. UAE wont. Jordan wont. Egypt wont. The PA isnt even capable of controlling the West Bank.",337,22,9,79878
benshapiro,"November 08, 2023 02:43 PM","Good news, then: the IDF will have security control, and the current government is a unity government including his opposition. The post-Hamas plans for Gaza have literally nothing to do with Netanyahu personally.",2497,289,881,597582
benshapiro,"November 07, 2023 08:16 PM","""I don’t know, frankly, who should control Gaza when or if Hamas is wiped out. But I do know it cant be Benjamin Netanyahu.""  Piers Morgan criticises the Israeli Prime Ministers plans to occupy Gaza after the bombing is done.  @piersmorgan. @TalkTV. #PMU",20479,4076,2685,1700450
benshapiro,"May 06, 2024 06:18 PM","Israel: Here are the terms of our proposed ceasefire. Hamas: No. We will fire rockets at your soldiers at a humanitarian aid entry. Israel: Okay, were going into Rafah. Hamas: We accept a ceasefire we negotiated with ourselves. Media: Hamas accepts ceasefire! They want peace!",31297,5374,2118,1271005
benshapiro,"September 01, 2024 12:20 PM","The word ""evil"" is not descriptive enough for Hamas. They murdered in cold blood six people they had taken hostage almost a year ago, including an American, just days ago -- all in an attempt to sow seeds of political chaos. A few points:  1. Hamas must be extirpated. It is the",491,58,40,70206
