Influencer_Xhandle,Influencer_Name,Political_Follower_Name,Political_Followers_XHandle,Political_Followers,Political_Followers_Party,Occupation,Party Leaning,Known in US in General? ,Influencer,Number of Followers on X,Comments
@SocialistMMA,,David B. Collins,@dbcgreentx,4,,,,,,,
@SocialistMMA,,Brian Matlock,@KansasBrian,4,,,,,,,
@briebriejoy,,Sedinam Moyowasifza-Curry,@skcmcurry,7,,,,,,,
@briebriejoy,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,7,,,,,,,
@briebriejoy,,Marianne Williamson,@marwilliamson,7,,,,,,,
@briebriejoy,,David B. Collins,@dbcgreentx,7,,,,,,,
@briebriejoy,,Howie Hawkins,@HowieHawkins,7,,,,,,,
@briebriejoy,,Brian Matlock,@KansasBrian,7,,,,,,,
@briebriejoy,,Justice Democrats,@justicedems,7,,,,,,,
@jimmy_dore,,Sedinam Moyowasifza-Curry,@skcmcurry,3,,,,,,,
@jimmy_dore,,Ibrahim A. Taher,@Ibra_Taher,3,,,,,,,
@jimmy_dore,,David B. Collins,@dbcgreentx,3,,,,,,,
@theintercept,,Sedinam Moyowasifza-Curry,@skcmcurry,9,,,,,,,
@theintercept,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,9,,,,,,,
@theintercept,,Ibrahim A. Taher,@Ibra_Taher,9,,,,,,,
@theintercept,,Marianne Williamson,@marwilliamson,9,,,,,,,
@theintercept,,David B. Collins,@dbcgreentx,9,,,,,,,
@theintercept,,Howie Hawkins,@HowieHawkins,9,,,,,,,
@theintercept,,Brian Matlock,@KansasBrian,9,,,,,,,
@theintercept,,Justice Democrats,@justicedems,9,,,,,,,
@theintercept,,Max Abramson,@RepAbramson,9,,,,,,,
@RalphNader,,"James G. ""Jesse Ventura"" Janos",@GovJVentura,3,,,,,,,
@RalphNader,,Marianne Williamson,@marwilliamson,3,,,,,,,
@RalphNader,,Howie Hawkins,@HowieHawkins,3,,,,,,,
@SteveSchmidtSES,,Darcy Richardson,@DarcyRichardson,4,,,,,,,
@SteveSchmidtSES,,Joe Walsh,@WalshFreedom,4,,,,,,,
@SteveSchmidtSES,,Matthew Matern,@Matern2020,4,,,,,,,
@SteveSchmidtSES,,Jaime Harrison,@harrisonjaime,4,,,,,,,
@ComicDaveSmith,,Ibrahim A. Taher,@Ibra_Taher,5,,,,,,,
@ComicDaveSmith,,Max Abramson,@RepAbramson,5,,,,,,,
@ComicDaveSmith,,Kenneth Blevins,@LibertyCowboyKB,5,,,,,,,
@ComicDaveSmith,,John Monds,@ElectMonds,5,,,,,,,
@ComicDaveSmith,,Joe McHugh,@votejoemchugh,5,,,,,,,
@RepThomasMassie,,Ibrahim A. Taher,@Ibra_Taher,6,,,,,,,
@RepThomasMassie,,Allen R. Waters,@AllenWatersUSA,6,,,,,,,
@RepThomasMassie,,Max Abramson,@RepAbramson,6,,,,,,,
@RepThomasMassie,,Kenneth Blevins,@LibertyCowboyKB,6,,,,,,,
@RepThomasMassie,,Joe McHugh,@votejoemchugh,6,,,,,,,
@RepThomasMassie,,Gary Dye,@GaryLyndonDye,6,,,,,,,
@ProjectLincoln,,The Lincoln Project,@ProjectLincoln,6,,,,,,,
@ProjectLincoln,,Jimmy C. Ausbrooks,@jimmy4ky,6,,,,,,,
@ProjectLincoln,,Matthew Matern,@Matern2020,6,,,,,,,
@ProjectLincoln,,Pete Buttigieg,@PeteButtigieg,6,,,,,,,
@ProjectLincoln,,Jim Vandermaas,@votevandermaas,6,,,,,,,
@ProjectLincoln,,Gidget Groendyk,@GroendykGidget,6,,,,,,,
@RonFilipkowski,,The Lincoln Project,@ProjectLincoln,3,,,,,,,
@RonFilipkowski,,Jimmy C. Ausbrooks,@jimmy4ky,3,,,,,,,
@RonFilipkowski,,Jim Vandermaas,@votevandermaas,3,,,,,,,
@chkbal,,The Lincoln Project,@ProjectLincoln,4,,,,,,,
@chkbal,,Matthew Matern,@Matern2020,4,,,,,,,
@chkbal,,Jim Vandermaas,@votevandermaas,4,,,,,,,
@chkbal,,Gidget Groendyk,@GroendykGidget,4,,,,,,,
@gtconway3d,,The Lincoln Project,@ProjectLincoln,4,,,,,,,
@gtconway3d,,Matthew Matern,@Matern2020,4,,,,,,,
@gtconway3d,,Jim Vandermaas,@votevandermaas,4,,,,,,,
@gtconway3d,,Gidget Groendyk,@GroendykGidget,4,,,,,,,
@robreiner,,The Lincoln Project,@ProjectLincoln,4,,,,,,,
@robreiner,,Jimmy C. Ausbrooks,@jimmy4ky,4,,,,,,,
@robreiner,,Pete Buttigieg,@PeteButtigieg,4,,,,,,,
@robreiner,,Jim Vandermaas,@votevandermaas,4,,,,,,,
@SpeakerPelosi,,Bennie J. Smith,@BennieJSmith1,3,,,,,,,
@SpeakerPelosi,,Kamala D. Harris,@KamalaHarris,3,,,,,,,
@SpeakerPelosi,,Pete Buttigieg,@PeteButtigieg,3,,,,,,,
@davidhogg111,,Bill de Blasio,@BilldeBlasio,3,,,,,,,
@davidhogg111,,Elizabeth Warren,@ewarren,3,,,,,,,
@davidhogg111,,Jensen Bohren,@BohrenJensen,3,,,,,,,
@EmilyforCO,,Marianne Williamson,@marwilliamson,4,,,,,,,
@EmilyforCO,,Brian Matlock,@KansasBrian,4,,,,,,,
@EmilyforCO,,Justice Democrats,@justicedems,4,,,,,,,
@EmilyforCO,,Jessica Scarane,@JessforDelaware,4,,,,,,,
@HumanistReport,,Marianne Williamson,@marwilliamson,3,,,,,,,
@HumanistReport,,Howie Hawkins,@HowieHawkins,3,,,,,,,
@HumanistReport,,Jessica Scarane,@JessforDelaware,3,,,,,,,
@JordanChariton,,Marianne Williamson,@marwilliamson,4,,,,,,,
@JordanChariton,,Howie Hawkins,@HowieHawkins,4,,,,,,,
@JordanChariton,,Justice Democrats,@justicedems,4,,,,,,,
@JordanChariton,,Jessica Scarane,@JessforDelaware,4,,,,,,,
@LeverNews,,Marianne Williamson,@marwilliamson,4,,,,,,,
@LeverNews,,Brian Matlock,@KansasBrian,4,,,,,,,
@LeverNews,,Justice Democrats,@justicedems,4,,,,,,,
@LeverNews,,Jessica Scarane,@JessforDelaware,4,,,,,,,
@StatusCoup,,Marianne Williamson,@marwilliamson,4,,,,,,,
@StatusCoup,,Howie Hawkins,@HowieHawkins,4,,,,,,,
@StatusCoup,,Justice Democrats,@justicedems,4,,,,,,,
@StatusCoup,,Jessica Scarane,@JessforDelaware,4,,,,,,,
@davidsirota,,Marianne Williamson,@marwilliamson,4,,,,,,,
@davidsirota,,Brian Matlock,@KansasBrian,4,,,,,,,
@davidsirota,,Justice Democrats,@justicedems,4,,,,,,,
@davidsirota,,Jessica Scarane,@JessforDelaware,4,,,,,,,
@majorityfm,,Marianne Williamson,@marwilliamson,3,,,,,,,
@majorityfm,,Justice Democrats,@justicedems,3,,,,,,,
@majorityfm,,Jessica Scarane,@JessforDelaware,3,,,,,,,
@anthonyzenkus,,David B. Collins,@dbcgreentx,3,,,,,,,
@anthonyzenkus,,Joseph Kishore,@jkishore,3,,,,,,,
@anthonyzenkus,,Howie Hawkins,@HowieHawkins,3,,,,,,,
@carterforva,,Howie Hawkins,@HowieHawkins,3,,,,,,,
@carterforva,,Brian Matlock,@KansasBrian,3,,,,,,,
@carterforva,,Jessica Scarane,@JessforDelaware,3,,,,,,,
@benshapiro,,Annette Davis Jackson,@AnnetteDavisJa2,3,,,,,,,
@benshapiro,,Gene Siadek,@gsiadek,3,,,,,,,
@benshapiro,,Mark Stewart Greenstein,@Stewart4Liberty,3,,,,,,,
@benshapiroshow,,Annette Davis Jackson,@AnnetteDavisJa2,3,,,,,,,
@benshapiroshow,,Gene Siadek,@gsiadek,3,,,,,,,
@benshapiroshow,,Mark Stewart Greenstein,@Stewart4Liberty,3,,,,,,,
@IngrahamAngle,,Michael Katz,@drmikekatz,3,,,,,,,
@IngrahamAngle,,Edie Bukewihge,@Vote4Edie_2016,3,,,,,,,
@IngrahamAngle,,Donald Trump,@realDonaldTrump,3,,,,,,,
@IngrahamAngle,,Donald J. Trump,@realDonaldTrump,3,,,,,,,
@foxnation,,Edie Bukewihge,@Vote4Edie_2016,3,,,,,,,
@foxnation,,Gene Siadek,@gsiadek,3,,,,,,,
@foxnation,,Donna Rice,@DonnaForWyoming,3,,,,,,,
@TuckerCarlson,,Gene Siadek,@gsiadek,4,,,,,,,
@TuckerCarlson,,John Schiess,@JohnSchiess1,4,,,,,,,
@TuckerCarlson,,Donald Trump,@realDonaldTrump,4,,,,,,,
@TuckerCarlson,,Donald J. Trump,@realDonaldTrump,4,,,,,,,
@TuckerCarlson,,Gary Dye,@GaryLyndonDye,4,,,,,,,
@MikeBloomberg,,Arvin Vohra,@VoteVohra,3,,,,,,,
@MikeBloomberg,,Michael Bloomberg,@MikeBloomberg,3,,,,,,,
@MikeBloomberg,,Mark Stewart Greenstein,@Stewart4Liberty,3,,,,,,,
@LibertarianPol,,Lincoln Chafee,@LincolnChafee,3,,,,,,,
@LibertarianPol,,Mark Stewart Greenstein,@Stewart4Liberty,3,,,,,,,
@LibertarianPol,,Gary Swing,@SwingGary2,3,,,,,,,
@LPCO,,Brad Barron,@barron_ky,3,,,,,,,
@LPCO,,Joe McHugh,@votejoemchugh,3,,,,,,,
@LPCO,,Gary Swing,@SwingGary2,3,,,,,,,
